Customer_ID,Name,Age,Gender,City,Income,Purchase_Frequency,Total_Spending,Customer_Satisfaction
1035,Pallavi Menon,46.0,Female,Mumbai,588365.0,17,57975,1.0
1036,Pallavi Raj,61.0,Male,Delhi,1125512.0,28,28154,2.0
1037,Priya Patel,33.0,Female,Pune,1385754.0,25,30625,2.0
1038,Kavya Kapoor,61.0,Female,Chennai,635893.0,29,49950,4.0
1039,Kavya Verma,64.0,Male,Delhi,1422341.0,16,61396,5.0
1040,Pooja Iyer,27.0,Female,Mumbai,1198377.0,23,18331,5.0
1041,Anjali Kapoor,47.0,Male,Pune,378389.0,2,-15016,2.0
1042,Rahul Mehta,42.0,Male,Delhi,963987.0,22,91226,1.0
1043,Manoj Patel,56.0,Female,Kolkata,1495803.0,18,89719,1.0
1044,Asha Nair,37.0,Male,Kolkata,742402.0,17,68014,1.0
1045,Sneha Sharma,22.0,Male,Hyderabad,1061804.0,7,44346,5.0
1046,Deepa Rao,18.0,Male,Hyderabad,1040074.0,13,75411,4.0
1047,Isha Das,47.0,Male,Delhi,510220.0,18,59478,2.0
1048,Sneha Rao,20.0,Male,Chennai,546208.0,29,17254,3.0
1049,Mohan Kapoor,62.0,Male,Kolkata,1000186.0,14,60734,
1050,Asha Das,31.0,Male,Chennai,1050554.0,18,33621,3.0
1051,Pooja Sharma,47.0,Male,Chennai,1367007.0,13,81441,4.0
1052,Divya Mehta,21.0,Female,Delhi,1354321.0,11,51121,1.0
1053,Sneha Mehta,35.0,Female,Chennai,1348657.0,21,86418,5.0
1054,Swetha Kapoor,54.0,Female,Kolkata,1176215.0,21,65197,3.0
1055,Anjali Mehta,42.0,Male,Mumbai,466204.0,16,89577,4.0
1056,Vikram Shah,18.0,Male,Hyderabad,1186297.0,23,99634,5.0
1057,Aditya Mehta,63.0,Female,Mumbai,850541.0,17,47431,3.0
1058,Anjali Raj,32.0,Female,Chennai,548335.0,8,9837,2.0
1059,Swetha Iyer,26.0,Female,Mumbai,1409662.0,19,95025,4.0
1060,Asha Kapoor,32.0,Male,Kolkata,706285.0,20,88163,2.0
1061,Rohit Nair,,Female,Kolkata,1224250.0,15,76232,1.0
1062,Pallavi Menon,21.0,Female,Chennai,664758.0,9,53994,2.0
1063,Kavya Shah,29.0,Male,Delhi,674528.0,20,84079,2.0
1064,Kavya Iyer,54.0,Female,Mumbai,688458.0,10,17615,4.0
1065,Ravi Iyer,54.0,Male,Delhi,1138403.0,12,6466,1.0
1066,Naveen Iyer,60.0,Male,Delhi,868071.0,21,35771,
1067,Arun Menon,23.0,Male,Bangalore,862181.0,23,88886,5.0
1068,Karthik Menon,56.0,Female,Chennai,1222892.0,20,70911,3.0
1069,Nisha Kumar,63.0,Female,Hyderabad,,1,25746,2.0
1070,Pooja Nair,41.0,Male,Kolkata,1321177.0,25,93422,1.0
1071,Nisha Kapoor,28.0,Female,Kolkata,1285811.0,20,65739,2.0
1072,Suresh Singh,30.0,Female,Chennai,661236.0,9,78369,
1073,Manoj Nair,51.0,Female,Pune,389227.0,22,6893,
1074,Rahul Singh,42.0,Female,Pune,1248555.0,15,35573,4.0
1075,Arun Gupta,24.0,Male,Pune,942137.0,1,45874,1.0
1076,Vijay Das,21.0,Female,Hyderabad,531854.0,12,82362,4.0
1077,Karthik Das,25.0,Male,Kolkata,620858.0,3,92460,1.0
1078,Ravi Shah,37.0,Male,,929892.0,11,38367,3.0
1079,Karthik Menon,46.0,,Kolkata,910327.0,2,26199,3.0
1080,Anjali Shah,62.0,Male,Delhi,401094.0,16,96404,1.0
1081,Priya Kumar,63.0,Female,Mumbai,980031.0,9,79328,2.0
1082,Swetha Verma,27.0,Female,Mumbai,1042154.0,15,62724,
1083,Vikram Mehta,60.0,Male,Kolkata,1117482.0,12,91133,4.0
1084,Nisha Raj,51.0,Male,Bangalore,729083.0,1,41405,4.0
1085,Rahul Shah,43.0,Male,Hyderabad,318323.0,13,20989,5.0
1086,Anjali Rao,58.0,Male,Pune,668458.0,14,33931,4.0
1087,Sanjay Singh,20.0,Female,Hyderabad,1354417.0,25,14290,5.0
1088,Arun Singh,,Female,Hyderabad,640642.0,25,43367,1.0
1089,Vijay Kapoor,22.0,Female,Delhi,448784.0,8,84878,1.0
1090,Lakshmi Singh,22.0,Male,Hyderabad,357096.0,8,95477,1.0
1091,Arun Raj,64.0,Male,Mumbai,1391340.0,27,84481,2.0
1092,Pallavi Verma,40.0,Male,Delhi,696790.0,12,81298,2.0
1093,Lakshmi Verma,26.0,Female,Chennai,860032.0,1,35133,5.0
1094,Sanjay Menon,,Male,Hyderabad,1064914.0,11,32052,4.0
1095,Naveen Kapoor,37.0,Female,Hyderabad,618226.0,8,90489,4.0
1096,Pallavi Das,59.0,Male,Chennai,1302272.0,10,45475,1.0
1097,Kavya Iyer,52.0,Female,Hyderabad,,19,87666,3.0
1098,Ramesh Kapoor,35.0,Female,Chennai,925673.0,11,62656,2.0
1099,Karthik Kumar,34.0,Male,Delhi,1055581.0,7,9633,2.0
1100,Neha Iyer,41.0,Male,Mumbai,,11,22304,1.0
1101,Sneha Mehta,20.0,Female,Chennai,356611.0,17,51546,2.0
1102,Vijay Verma,49.0,Female,Bangalore,648172.0,1,12008,1.0
1103,Karthik Iyer,52.0,Male,Chennai,718947.0,26,53291,5.0
1104,Naveen Gupta,55.0,Male,Hyderabad,725828.0,29,32405,4.0
1105,Mohan Patel,30.0,Female,Pune,1023210.0,21,41386,3.0
1106,Amit Joshi,64.0,Male,Pune,578785.0,21,95909,4.0
1107,Karthik Gupta,42.0,Female,Delhi,695376.0,8,25827,4.0
1108,Ramesh Rao,26.0,Female,Kolkata,956673.0,23,38040,5.0
1109,Kavya Sharma,21.0,Male,Delhi,1051849.0,24,65354,2.0
1110,Divya Iyer,31.0,Male,Kolkata,1411068.0,6,83543,3.0
1111,Deepa Menon,54.0,Male,Pune,1328675.0,22,23157,2.0
1112,Rohit Rao,51.0,Male,Pune,1285891.0,18,40315,4.0
1113,Kavya Shah,28.0,Male,Chennai,1003494.0,6,40932,1.0
1114,Pooja Shah,58.0,Female,Mumbai,673177.0,5,26164,4.0
1115,Neha Mehta,20.0,Female,Bangalore,892762.0,13,19414,2.0
1116,Deepa Gupta,45.0,Male,Delhi,1017876.0,19,19327,4.0
1117,Pallavi Verma,46.0,Male,Hyderabad,1389904.0,22,5946,1.0
1118,Kavya Menon,26.0,Male,Kolkata,1232293.0,8,19693,5.0
1119,Karthik Mehta,20.0,Female,Hyderabad,,9,32241,2.0
1120,Arun Kumar,42.0,Male,Mumbai,1333116.0,17,20540,4.0
1121,Aditya Gupta,51.0,Male,Kolkata,1456184.0,3,77255,2.0
1122,Deepa Menon,29.0,Female,Delhi,1383276.0,19,69757,5.0
1123,Neha Iyer,59.0,Female,Chennai,1230547.0,11,46203,4.0
1124,Ravi Singh,26.0,Male,Hyderabad,,24,30081,4.0
1125,Karthik Rao,32.0,Male,Mumbai,639770.0,17,66861,2.0
1126,Anjali Gupta,57.0,Male,Delhi,296002.0,21,16350,2.0
1127,Ravi Mehta,42.0,Female,Pune,1348388.0,19,60512,1.0
1128,Vijay Kumar,22.0,Male,Pune,665842.0,2,61809,5.0
1129,Ramesh Das,28.0,Male,Delhi,965339.0,8,47832,1.0
1130,Pooja Nair,51.0,Male,Delhi,1407522.0,19,33369,4.0
1131,Naveen Gupta,41.0,Female,Delhi,1365244.0,7,36728,2.0
1132,Isha Joshi,32.0,Female,Kolkata,349003.0,28,22576,4.0
1133,Nisha Menon,55.0,Male,Delhi,-53826.0,27,34001,4.0
1134,Neha Kumar,25.0,Male,Hyderabad,969174.0,17,88384,3.0
1135,Deepa Kumar,22.0,Female,Mumbai,878889.0,6,5390,3.0
1136,Pallavi Patel,43.0,Female,Kolkata,519956.0,19,92535,4.0
1137,Pooja Mehta,35.0,Female,Delhi,311844.0,24,50436,2.0
1138,Karthik Sharma,23.0,Female,Bangalore,645395.0,6,16569,4.0
1139,Rahul Kumar,54.0,Female,Bangalore,1373177.0,28,18029,3.0
1140,Vijay Kumar,30.0,Female,Mumbai,1175779.0,2,27490,2.0
1141,Nisha Kumar,45.0,Female,Pune,560001.0,6,50875,4.0
1142,Sanjay Kumar,22.0,Female,Chennai,637699.0,23,10867,5.0
1143,Priya Sharma,30.0,Female,Chennai,682680.0,5,85820,5.0
1144,Kavya Rao,34.0,Male,Pune,1471999.0,19,14121,4.0
1145,Vikram Raj,57.0,Male,Kolkata,343330.0,20,6539,2.0
1146,Arun Kumar,62.0,Male,Kolkata,475391.0,4,96024,4.0
1147,Ramesh Mehta,49.0,Female,KOLKATA,463606.0,22,22027,4.0
1148,Priya Raj,46.0,Male,Chennai,657085.0,26,79229,3.0
1149,Pooja Das,20.0,Female,Bangalore,441387.0,17,13921,5.0
1150,Meena Joshi,57.0,Female,Chennai,664170.0,11,55435,3.0
1151,Vikram Patel,51.0,Male,Hyderabad,936915.0,4,259586,3.0
1152,Vikram Gupta,57.0,Female,Delhi,688242.0,26,68965,4.0
1153,Nisha Gupta,44.0,Male,Kolkata,612916.0,13,74922,3.0
1154,Manoj Kapoor,30.0,Male,Bangalore,428048.0,20,98948,5.0
1155,Meena Nair,62.0,Male,Mumbai,1248082.0,26,87839,3.0
1156,Vijay Patel,50.0,Female,Mumbai,621994.0,17,17242,5.0
1157,Priya Rao,23.0,Male,Delhi,1443918.0,9,13947,3.0
1158,Isha Gupta,41.0,Female,Bangalore,936268.0,4,76466,5.0
1159,Swetha Joshi,36.0,Male,Chennai,1051955.0,23,66816,3.0
1160,Arun Menon,33.0,Male,Chennai,1361009.0,28,53785,3.0
1161,Kavya Gupta,57.0,Male,Hyderabad,794279.0,14,5507,2.0
1162,Meena Joshi,45.0,,Hyderabad,522919.0,19,71972,5.0
1163,Mohan Singh,50.0,Female,Chennai,597139.0,26,32151,5.0
1164,Neha Shah,58.0,Female,Mumbai,1228754.0,28,16618,5.0
1165,Sanjay Patel,30.0,Male,Kolkata,397745.0,3,79286,1.0
1166,Ramesh Das,60.0,Male,Mumbai,387686.0,14,21122,3.0
1167,Rahul Kapoor,62.0,Female,Hyderabad,1305991.0,8,12354,5.0
1168,Ramesh Patel,42.0,Female,Delhi,1205230.0,24,35979,1.0
1169,Karthik Patel,59.0,Female,Chennai,1467192.0,27,91436,2.0
1170,Ravi Kumar,,Female,hyderabad,299976.0,28,84376,5.0
1171,Anjali Joshi,44.0,Female,Hyderabad,675468.0,1,57774,5.0
1172,Karthik Sharma,55.0,Female,Kolkata,515976.0,10,10037,1.0
1173,Anjali Kumar,24.0,Male,Chennai,461509.0,18,33633,3.0
1174,Suresh Shah,22.0,Female,Kolkata,469526.0,16,29495,2.0
1175,Aditya Menon,60.0,Male,Chennai,1244620.0,8,69550,5.0
1176,Asha Verma,62.0,Male,Kolkata,288578.0,1,86384,
1177,Deepa Das,48.0,Female,Mumbai,864741.0,12,41483,2.0
1178,Rahul Verma,40.0,Female,Delhi,1112147.0,8,78373,4.0
1179,Kavya Joshi,59.0,Male,Delhi,458859.0,24,39069,4.0
1180,Pallavi Joshi,27.0,Female,Chennai,361435.0,16,12370,2.0
1181,Aditya Patel,49.0,Female,Bangalore,990389.0,18,76947,1.0
1182,Kavya Kumar,150.0,Male,pune,1450114.0,4,44133,
1183,Priya Kumar,47.0,Male,Hyderabad,295475.0,6,5692,2.0
1184,Swetha Mehta,56.0,Male,Hyderabad,1096574.0,12,33926,1.0
1185,Pooja Raj,48.0,Female,Chennai,1456212.0,27,78984,1.0
1186,Vijay Joshi,35.0,Male,Kolkata,1452060.0,9,48390,3.0
1187,Sanjay Verma,53.0,Female,Bangalore,1392102.0,15,54593,3.0
1188,Ravi Menon,19.0,Male,Mumbai,1349577.0,16,80609,1.0
1189,Rahul Singh,31.0,Male,Kolkata,1094081.0,24,10209,4.0
1190,Swetha Joshi,30.0,Male,Kolkata,442029.0,12,11533,4.0
1191,Rahul Patel,46.0,Female,Chennai,678733.0,24,91597,2.0
1192,Nisha Rao,29.0,Female,Chennai,918516.0,23,12211,5.0
1193,Nisha Kumar,56.0,Male,Hyderabad,1190568.0,14,14927,2.0
1194,Nisha Patel,19.0,Male,Chennai,467583.0,13,82463,2.0
1195,Suresh Kumar,49.0,Male,Chennai,613898.0,25,29594,5.0
1196,Anjali Patel,30.0,Female,Chennai,388286.0,2,79852,1.0
1197,Meena Nair,63.0,Male,Hyderabad,477189.0,3,82713,4.0
1198,Neha Mehta,44.0,Female,mumbai,1425055.0,26,81382,2.0
1199,Rahul Joshi,58.0,Male,Mumbai,1434789.0,24,12933,5.0
1200,Deepa Menon,34.0,Male,Pune,803172.0,22,45696,3.0
1201,Rahul Menon,57.0,Male,Pune,1054807.0,10,70449,2.0
1202,Mohan Sharma,48.0,Male,Chennai,522158.0,9,72616,4.0
1203,Lakshmi Sharma,51.0,Male,Pune,952495.0,26,11089,1.0
1204,Priya Rao,41.0,Male,Hyderabad,328077.0,20,61548,2.0
1205,Rahul Joshi,62.0,Female,Mumbai,1438360.0,8,31123,2.0
1206,Mohan Menon,52.0,Male,Kolkata,565018.0,10,12797,5.0
1207,Sneha Kumar,23.0,Female,Mumbai,319087.0,19,55013,3.0
1208,Sneha Kumar,36.0,Male,Mumbai,1063560.0,3,13346,3.0
1209,Lakshmi Raj,47.0,Male,Hyderabad,993859.0,24,90414,1.0
1210,Swetha Patel,24.0,Female,Pune,545064.0,5,38672,4.0
1211,Nisha Joshi,27.0,Male,Kolkata,501514.0,3,22653,1.0
1212,Anjali Verma,58.0,Female,Hyderabad,1178660.0,26,54556,2.0
1213,Rahul Kumar,49.0,Female,Chennai,392180.0,27,31140,2.0
1214,Arun Joshi,51.0,Male,Delhi,1034192.0,16,6184,3.0
1215,Pooja Gupta,45.0,Female,Mumbai,685928.0,17,39493,4.0
1216,Ramesh Rao,32.0,Female,Delhi,1170114.0,15,49148,5.0
1217,Vikram Rao,47.0,Male,Hyderabad,851891.0,3,29846,4.0
1218,Lakshmi Mehta,54.0,Female,Hyderabad,1332448.0,12,27195,2.0
1219,Meena Rao,46.0,Male,Hyderabad,607246.0,9,10606,
1220,Amit Singh,39.0,Male,Delhi,335774.0,21,8956,4.0
1221,Isha Nair,21.0,Male,Hyderabad,638518.0,12,21555,4.0
1222,Sanjay Gupta,37.0,Male,Chennai,1497098.0,26,95385,5.0
1223,Priya Raj,49.0,Female,Hyderabad,662672.0,15,23690,2.0
1224,Deepa Kumar,53.0,Male,Bangalore,1364518.0,2,63502,4.0
1225,Kavya Kapoor,21.0,Male,Pune,787977.0,23,53849,5.0
1226,Arun Raj,44.0,Female,Delhi,876256.0,18,31347,2.0
1227,Kavya Iyer,34.0,Male,Bangalore,663089.0,20,96321,5.0
1228,Swetha Singh,29.0,Male,Hyderabad,840504.0,12,54056,5.0
1229,Sneha Singh,150.0,Female,Chennai,596184.0,23,68851,4.0
1230,Manoj Joshi,,Female,,795932.0,4,86502,2.0
1231,Manoj Shah,27.0,Female,Kolkata,312021.0,23,86418,4.0
1232,Kavya Mehta,18.0,Female,PUNE,942485.0,16,75211,1.0
1233,Mohan Mehta,39.0,Female,Kolkata,710115.0,23,46850,1.0
1234,Rohit Rao,43.0,Female,Hyderabad,292291.0,16,83545,2.0
1235,Rahul Shah,35.0,Female,Pune,678276.0,1,32843,5.0
1236,Ravi Raj,31.0,Male,Pune,644754.0,22,67320,4.0
1237,Nisha Iyer,64.0,Female,Chennai,1203680.0,25,34793,4.0
1238,Manoj Mehta,46.0,Female,Pune,553664.0,2,44516,2.0
1239,Rohit Kapoor,29.0,Female,Delhi,275675.0,3,22857,2.0
1240,Rahul Shah,53.0,Male,Bangalore,923647.0,26,24627,1.0
1241,Arun Patel,52.0,Male,Bangalore,512318.0,21,66822,3.0
1242,Mohan Raj,29.0,Female,Bangalore,1390844.0,25,89101,2.0
1243,Vikram Kumar,24.0,Female,Delhi,958672.0,20,96561,3.0
1244,Rahul Joshi,46.0,Female,Kolkata,879698.0,17,57248,
1245,Asha Menon,28.0,Male,Chennai,587369.0,20,60798,5.0
1246,Divya Kapoor,50.0,Male,Pune,562863.0,22,98368,5.0
1247,Isha Das,23.0,Female,Delhi,379887.0,21,49116,1.0
1248,Rahul Nair,64.0,Male,Bangalore,546063.0,29,80318,
1249,Lakshmi Nair,,Female,Hyderabad,583713.0,1,92902,3.0
1250,Asha Joshi,49.0,Male,Mumbai,808963.0,20,33557,2.0
1251,Naveen Rao,28.0,Male,Pune,1055351.0,6,76334,4.0
1252,Vikram Sharma,40.0,Female,Delhi,1040605.0,29,80163,1.0
1253,Sanjay Das,43.0,Female,Delhi,621513.0,15,83002,4.0
1254,Priya Das,51.0,,Chennai,1062832.0,26,47614,4.0
1255,Manoj Nair,63.0,Female,Chennai,431517.0,26,17720,2.0
1256,Arun Menon,51.0,Male,Delhi,320305.0,14,62608,3.0
1257,Suresh Rao,46.0,Male,Bangalore,942924.0,20,77095,2.0
1258,Swetha Verma,21.0,Male,Mumbai,722963.0,15,89694,1.0
1259,Mohan Das,34.0,Female,Pune,1457610.0,14,92593,4.0
1260,Vikram Das,52.0,Male,,728108.0,25,40892,2.0
1261,Rahul Sharma,30.0,Female,Pune,1253346.0,21,82242,2.0
1262,Aditya Nair,58.0,Male,Bangalore,844821.0,24,82606,2.0
1263,Amit Shah,56.0,Female,Pune,437256.0,25,5924,1.0
1264,Pallavi Verma,32.0,Female,Hyderabad,726128.0,26,56322,3.0
1265,Aditya Patel,46.0,Male,Chennai,1273920.0,5,31478,2.0
1266,Amit Patel,46.0,Female,Bangalore,1140023.0,6,76042,1.0
1267,Arun Nair,28.0,Female,Bangalore,1283668.0,17,51418,4.0
1268,Lakshmi Joshi,49.0,Male,Mumbai,1075626.0,11,67217,5.0
1269,Lakshmi Shah,19.0,Female,Mumbai,492188.0,16,95140,1.0
1270,Ramesh Verma,64.0,Female,Hyderabad,626047.0,12,85846,5.0
1271,Naveen Shah,31.0,Female,Bangalore,1103823.0,15,78762,2.0
1272,Priya Sharma,37.0,Male,Kolkata,,23,16781,2.0
1273,Vikram Kapoor,39.0,Male,Bangalore,547675.0,4,10515,1.0
1274,Isha Singh,28.0,Female,Mumbai,958175.0,27,41133,5.0
1275,Aditya Das,44.0,Male,Kolkata,513625.0,18,87508,2.0
1276,Deepa Iyer,20.0,Female,Chennai,1092840.0,21,81946,4.0
1277,Isha Das,34.0,Female,Chennai,450339.0,28,90058,3.0
1278,Pallavi Rao,61.0,Female,Pune,1184339.0,3,14095,3.0
1279,Manoj Patel,45.0,Female,Delhi,375355.0,22,93583,2.0
1280,Divya Rao,46.0,Female,Mumbai,277798.0,8,25470,5.0
1281,Naveen Rao,38.0,Male,delhi,865937.0,23,48129,2.0
1282,Suresh Shah,64.0,Female,Kolkata,269477.0,3,13531,5.0
1283,Vijay Kumar,33.0,Male,Mumbai,467400.0,8,42038,4.0
1284,Anjali Raj,54.0,Male,Hyderabad,639959.0,18,92939,5.0
1285,Kavya Shah,37.0,Female,Bangalore,1274374.0,10,47674,2.0
1286,Pooja Raj,23.0,Female,Hyderabad,655105.0,25,99658,4.0
1287,Karthik Patel,36.0,Male,Kolkata,523586.0,20,87476,
1288,Meena Iyer,22.0,Male,Mumbai,1073759.0,17,34831,3.0
1289,Neha Mehta,20.0,Male,Kolkata,1183703.0,8,62174,2.0
1290,Naveen Singh,18.0,Female,Bangalore,584971.0,23,16279,
1291,Vikram Nair,55.0,Male,Chennai,381184.0,11,43220,2.0
1292,Neha Joshi,32.0,Female,Chennai,1385627.0,29,65610,4.0
1293,Amit Sharma,51.0,Female,Kolkata,400653.0,5,57719,1.0
1294,Kavya Das,,Female,Delhi,495300.0,26,58051,5.0
1295,Deepa Singh,42.0,Male,Mumbai,834010.0,13,77013,1.0
1296,Manoj Nair,41.0,Female,Mumbai,342036.0,21,61652,4.0
1297,Ramesh Shah,29.0,Female,Chennai,397595.0,23,70524,2.0
1298,Pallavi Verma,35.0,Female,Pune,1103392.0,5,87936,3.0
1299,Pallavi Raj,32.0,Female,Hyderabad,531696.0,24,11470,2.0
1300,Pallavi Raj,61.0,Female,Pune,1440456.0,27,72598,5.0
1301,Deepa Verma,33.0,Male,Bangalore,485419.0,13,46798,3.0
1302,Ravi Shah,44.0,Female,Hyderabad,1240029.0,6,58473,2.0
1303,Rohit Kumar,25.0,Female,Hyderabad,404692.0,29,24880,3.0
1304,Pallavi Das,63.0,Male,Kolkata,513031.0,5,49439,1.0
1305,Arun Kapoor,42.0,Female,Chennai,543946.0,9,19308,4.0
1306,Priya Joshi,34.0,Male,Pune,738765.0,27,96563,2.0
1307,Deepa Rao,46.0,Female,Pune,892927.0,16,40081,5.0
1308,Swetha Menon,25.0,Male,Chennai,651062.0,2,80242,1.0
1309,Anjali Iyer,32.0,Male,Pune,733779.0,1,55383,2.0
1310,Rohit Kumar,44.0,Female,Chennai,747952.0,8,14837,1.0
1311,Swetha Iyer,63.0,Female,Kolkata,820508.0,28,57151,5.0
1312,Karthik Joshi,24.0,Female,Delhi,1082595.0,19,41824,2.0
1313,Vijay Rao,20.0,Male,Hyderabad,646981.0,11,38073,5.0
1314,Mohan Verma,46.0,Male,Kolkata,629270.0,28,98648,3.0
1315,Rahul Shah,61.0,Male,Mumbai,1373853.0,12,31299,5.0
1316,Pallavi Joshi,41.0,Female,Bangalore,1255782.0,12,63861,3.0
1317,Ramesh Raj,20.0,Male,Delhi,733455.0,7,35063,2.0
1318,Isha Menon,37.0,Male,Mumbai,372332.0,26,74453,3.0
1319,Mohan Mehta,63.0,,HYDERABAD,797219.0,13,73472,2.0
1320,Kavya Raj,32.0,Male,Pune,339116.0,27,19506,2.0
1321,Naveen Kumar,42.0,Male,Chennai,501671.0,8,99341,4.0
1322,Deepa Mehta,47.0,Female,Hyderabad,1024504.0,29,84854,2.0
1323,Deepa Patel,31.0,Male,Kolkata,1324567.0,29,31026,3.0
1324,Vijay Shah,24.0,Female,Bangalore,764265.0,22,32672,4.0
1325,Swetha Das,34.0,Female,Kolkata,878380.0,28,43417,4.0
1326,Pallavi Joshi,61.0,Female,Delhi,479577.0,26,57413,
1327,Rohit Verma,37.0,Female,Delhi,960672.0,9,70066,5.0
1328,Sneha Kumar,53.0,Female,Bangalore,653777.0,7,64213,5.0
1329,Deepa Mehta,26.0,Male,Mumbai,345556.0,26,55971,4.0
1330,Vijay Verma,55.0,Male,Mumbai,1455565.0,21,32281,2.0
1331,Pallavi Das,39.0,Female,Delhi,645204.0,24,33091,5.0
1332,Isha Raj,19.0,Female,Delhi,902755.0,15,55494,2.0
1333,Sneha Sharma,41.0,Male,Pune,993088.0,2,23610,2.0
1334,Neha Kapoor,25.0,Female,chennai,900443.0,23,6079,4.0
1335,Divya Das,28.0,Female,Pune,748682.0,20,51751,4.0
1336,Ramesh Das,30.0,Female,Pune,309778.0,25,91126,1.0
1337,Arun Nair,34.0,Male,Mumbai,1344409.0,12,60432,5.0
1338,Vijay Iyer,25.0,Male,Bangalore,1059057.0,1,35951,5.0
1339,Sneha Joshi,,Female,Mumbai,806376.0,23,85863,5.0
1340,Nisha Joshi,35.0,F,Chennai,1494951.0,22,83291,3.0
1341,Vikram Sharma,47.0,Male,Kolkata,326361.0,8,64872,2.0
1342,Manoj Shah,35.0,Male,Delhi,1433765.0,5,12235,4.0
1343,Sanjay Patel,63.0,,Delhi,772154.0,15,87733,5.0
1344,Nisha Shah,64.0,Female,Chennai,872006.0,1,67712,1.0
1345,Asha Singh,48.0,Male,Pune,1261930.0,1,26473,5.0
1346,Kavya Kumar,55.0,Male,Bangalore,1234558.0,25,72567,2.0
1347,Arun Iyer,49.0,Male,Delhi,1329525.0,10,84823,2.0
1348,Ramesh Gupta,28.0,Female,Hyderabad,1104568.0,22,37230,4.0
1349,Vijay Shah,62.0,Male,Pune,1410117.0,10,89573,3.0
1350,Rahul Kumar,42.0,Female,Delhi,311842.0,21,97588,4.0
1351,Arun Nair,50.0,Male,Hyderabad,738019.0,15,73876,5.0
1352,Divya Gupta,55.0,,Chennai,539134.0,17,45644,1.0
1353,Pooja Iyer,58.0,Male,Chennai,921553.0,22,53664,4.0
1354,Amit Shah,25.0,Male,Pune,380356.0,6,50203,3.0
1355,Lakshmi Sharma,28.0,Female,Delhi,1018917.0,3,71677,4.0
1356,Mohan Singh,39.0,Female,Mumbai,-21885.0,13,30425,2.0
1357,Asha Singh,41.0,Male,Hyderabad,1164565.0,16,89817,5.0
1358,Vikram Kumar,58.0,Female,Bangalore,1037738.0,8,90961,5.0
1359,Pallavi Nair,34.0,Male,Delhi,1302425.0,15,74806,
1360,Mohan Das,29.0,Male,Bangalore,262360.0,17,47814,5.0
1361,Divya Das,63.0,Male,Delhi,,17,75219,5.0
1362,Deepa Sharma,49.0,,Mumbai,1027567.0,22,299875,5.0
1363,Ramesh Menon,32.0,Female,Mumbai,869055.0,26,44884,1.0
1364,Karthik Patel,33.0,Male,Pune,511445.0,13,74322,3.0
1365,Pallavi Raj,39.0,Male,Pune,680179.0,17,26650,5.0
1366,Asha Iyer,45.0,Female,Mumbai,304330.0,6,99242,3.0
